"new_date","Crimes","Location.Description","Beat","Ward","Community.Area","Holiday","feelslikemax","feelslikemin","dew","humidity","precip","snow","snowdepth","windgust","windspeed","cloudcover","visibility","isFullMoon","weekend"
2022-09-15,38,"STREET","1122","28","27",0,28.3,17,15.5,66.3,0,0,0,1,17,49.3,15.5,0,0
2022-09-16,42,"SIDEWALK","1134","28","26",0,28.9,18.8,15.8,62,0,0,0,1,23.1,74.3,16,0,1
2022-09-17,39,"STREET","1133","28","27",0,30.1,21.1,16,57.5,0,0,0,1,32.4,80.2,16,0,1
2022-09-18,32,"STREET","1112","27","23",0,30.1,22.1,16.7,57.3,0.036,0,0,1,24,63,16,0,1
2022-09-19,50,"STREET","1135","28","26",0,25.6,19.8,16.2,68.3,6.982,0,0,1,18.4,38.5,15.8,0,0
2022-09-20,30,"STREET","1122","28","26",0,34.7,18.3,17.4,67.5,4.023,0,0,1,45,45,15.6,0,0
2022-09-21,47,"STREET","1113","28","26",0,31.7,18.6,15.6,53.9,0.871,0,0,1,26.2,55.1,16,0,0
2022-09-22,44,"STREET","1112","28","23",0,18.2,13,6.2,53.7,0,0,0,1,27.3,41.7,16,0,0
2022-09-23,34,"STREET","1134","28","26",0,17.5,11.2,5.4,55,0,0,0,1,16.3,76.5,16,0,1
2022-09-24,32,"STREET","1132","28","23",0,22.7,12.3,10.5,66.7,1.376,0,0,1,20.9,92.8,15.6,0,1
2022-09-25,41,"STREET","1133","28","26",0,20,14.7,11.7,71.2,1.879,0,0,1,24.1,88.9,15.6,0,1
2022-09-26,39,"STREET","1134","28","27",0,17.8,11.4,6.2,58.8,0,0,0,1,27.7,46.3,16,0,0
2022-09-27,38,"STREET","1123","28","27",0,16.1,6.8,3.3,54.9,0,0,0,1,28.9,55.5,16,0,0
2022-09-28,40,"STREET","1133","28","26",0,16,5.8,4.6,60,0,0,0,1,22.4,53.9,16,0,0
2022-09-29,36,"STREET","1134","28","27",0,17.6,6.9,5.9,64,0,0,0,1,12.8,52.4,16,0,0
2022-09-30,42,"STREET","1133","28","27",0,18.7,9.3,7.2,64,0,0,0,1,17.3,16.6,16,0,1
2022-10-01,51,"STREET","1133","28","27",0,20.2,11.4,8.9,65.7,0,0,0,1,26,13.8,15.9,0,1
2022-10-02,41,"STREET","1133","28","27",0,19.3,13.7,10.3,69.7,0,0,0,1,24.4,36.3,16,0,1
2022-10-03,42,"STREET","1131","28","23",0,19.9,8.7,5.9,57.9,0,0,0,1,13.9,12.4,16,0,0
2022-10-04,41,"STREET","1133","28","27",0,23.5,8.2,5.3,55.5,0,0,0,1,11.5,29.4,16,0,0
2022-10-05,42,"STREET","1132","28","27",0,24.7,10.4,3.5,43.2,0,0,0,1,15.4,73.7,15.9,0,0
2022-10-06,50,"STREET","1133","28","26",0,23.9,13.6,9.1,58.9,2.245,0,0,1,37.4,86.3,15.6,0,0
2022-10-07,47,"STREET","1112","28","23",0,13.6,4.5,2.9,61,0,0,0,1,29,68.1,16,0,1
2022-10-08,43,"STREET","1122","28","23",0,15.2,1,-0.8,52.7,0,0,0,1,29.8,28.7,16,1,1
2022-10-09,41,"STREET","1132","28","26",0,21.1,4.8,1.6,45.1,0,0,0,1,19.5,45.3,16,1,1
2022-10-10,46,"STREET","1121","28","23",0,23.3,10,7,59.2,0,0,0,1,18.2,25.8,15.7,1,0
2022-10-11,53,"STREET","1121","28","23",0,20.8,12,10,69.5,11.992,0,0,1,28.5,66.1,14,0,0
2022-10-12,43,"STREET","1134","24","23",0,18.2,11.2,10.3,71.5,10.028,0,0,1,29.8,85.6,15,0,0
2022-10-13,44,"STREET","1134","28","27",0,13.2,2.5,-0.1,54,0.036,0,0,1,36.2,46.8,16,0,0
2022-10-14,40,"STREET","1135","28","23",0,16,2.2,-1.7,51,1.895,0,0,1,27.7,86.8,15.9,0,1
2022-10-15,47,"STREET","1133","28","23",0,12.1,0,0.7,62.7,0,0,0,1,26.3,41.4,16,0,1
2022-10-16,25,"STREET","1132","28","26",0,13,4.2,1.1,56.8,0,0,0,1,30.9,60.9,16,0,1
2022-10-17,35,"STREET","1132","28","26",0,3.8,-0.9,-2.3,57.8,0,0,0,1,39.7,88.2,16,0,0
2022-10-18,34,"STREET","1132","28","26",0,5.1,-3,-3.6,51.5,0,0,0,1,33.6,93.5,16,0,0
2022-10-19,53,"STREET","1123","28","23",0,6.4,-2.6,-4.9,48.4,0,0,0,1,26.6,39.4,16,0,0
2022-10-20,46,"STREET","1134","28","26",0,17,-2.2,-5.8,38.2,0,0,0,1,19.6,61.5,16,0,0
2022-10-21,50,"STREET","1112","28","23",0,25.2,4.8,2,43.4,0,0,0,1,28.1,40.6,16,0,1
2022-10-22,45,"STREET","1113","28","26",0,26.8,14.1,8.2,46.8,0,0,0,1,28.2,27.4,16,0,1
2022-10-23,38,"STREET","1112","28","23",0,26.7,17.7,11.1,51.4,0,0,0,1,39.3,42.1,16,0,1
2022-10-24,51,"STREET","1133","28","23",0,25.5,18.2,10.4,48.5,0.428,0,0,1,34.4,83.1,16,0,0
2022-10-25,39,"STREET","1133","28","27",0,22,10.3,10.6,73.3,19.862,0,0,1,28.5,97.2,11.4,0,0
2022-10-26,49,"STREET","1113","28","26",0,12.9,3.7,3.1,66.2,1.244,0,0,1,32.9,49.7,15.9,0,0
2022-10-27,40,"STREET","1111","28","26",0,12,4.2,2.5,66.8,0,0,0,1,19.1,69.5,16,0,0
2022-10-28,42,"STREET","1122","28","23",0,15.7,5.9,3.1,59.4,0,0,0,1,12.7,44.9,16,0,1
2022-10-29,46,"STREET","1121","28","23",0,18.8,5.6,4.4,64.7,0,0,0,1,16.1,26.8,15.7,0,1
2022-10-30,43,"STREET","1135","28","26",0,18.1,8.9,6.9,68.6,1.07,0,0,1,14.1,84.2,14.3,0,1
2022-10-31,49,"APARTMENT","1133","28","26",0,15.2,11.4,11.6,88.1,0.636,0,0,1,12.4,83.3,5.3,0,0
2022-11-01,58,"APARTMENT","1134","28","26",0,20.8,7.1,5.3,60.2,0,0,0,1,15.9,5.6,14.3,0,0
2022-11-02,48,"STREET","1135","28","26",0,22.8,8.3,7.7,61.7,0,0,0,1,17.3,10.5,16,0,0
2022-11-03,34,"STREET","1121","24","23",0,23.5,12.2,8.8,56.6,0,0,0,1,31.6,49.8,16,0,0
2022-11-04,39,"STREET","1123","28","27",0,22.8,17.6,11.2,58.9,4.054,0,0,1,31.7,96.2,15.6,0,1
2022-11-05,38,"STREET","1111","28","23",0,21.4,4.8,9.3,70,6.849,0,0,1,50.8,88.3,14.9,0,1
2022-11-06,55,"STREET","1112","28","23",0,17.1,5.3,4.1,59.9,0,0,0,1,31.8,41.3,16,0,1
2022-11-07,41,"STREET","1133","28","27",0,13.6,2.9,-3.6,42.1,0,0,0,1,18.3,39.7,16,1,0
2022-11-08,36,"STREET","1112","28","26",0,12,3.6,1.7,58.2,0,0,0,1,21.4,60.7,16,1,0
2022-11-09,34,"STREET","1123","28","27",0,20.7,6.8,4.1,48.4,0,0,0,1,20.9,60.9,16,1,0
2022-11-10,37,"STREET","1112","28","27",0,24.2,15.9,7.1,46,0,0,0,1,28.9,44.6,16,0,0
2022-11-11,46,"STREET","1121","28","23",0,15.9,-4.6,0.3,62.6,0,0,0,1,25.5,62,16,0,1
2022-11-12,39,"STREET","1135","28","26",0,-2.1,-4.9,-4.7,64.2,0,0,0.1,1,22.3,99.8,16,0,1
2022-11-13,41,"STREET","1132","28","27",0,0.4,-5.9,-7.8,55,0,0,0,1,19,71.8,16,0,1
2022-11-14,29,"STREET","1111","28","23",0,2.8,-3.2,-7.3,53.4,0,0,0,1,18.5,78.9,16,0,0
2022-11-15,32,"APARTMENT","1135","28","23",0,3,-2.9,-1.1,81.7,3.591,1.9,0.1,1,19.8,99.8,8.2,0,0
2022-11-16,30,"APARTMENT","1121","28","23",0,-2,-4.3,-1.5,82.8,0.498,0.6,0.8,1,19.3,95,12.1,0,0
2022-11-17,37,"STREET","1134","28","26",0,-4.3,-7.8,-5,70.9,0,0.1,2.3,1,32.6,96.6,14.8,0,0
2022-11-18,31,"STREET","1121","28","26",0,-6.9,-14,-9.1,66.3,0.291,0.3,0.3,1,33.5,97.9,14.9,0,1
2022-11-19,33,"STREET","1121","28","23",0,-9.2,-15.3,-12.1,59.4,0,0.1,0.1,1,35.8,78.8,15,0,1
2022-11-20,32,"STREET","1121","28","27",0,-4.4,-16.9,-12.9,53.4,0,0,0.1,1,27,24.8,16,0,1
2022-11-21,32,"STREET","1121","27","23",0,5.1,-7.5,-8.1,46.1,0,0,0,1,30,23.2,16,0,0
2022-11-22,34,"STREET","1111","28","26",0,10.8,-5.5,-5.8,52,0,0,0,1,20.7,27.3,16,0,0
2022-11-23,42,"STREET","1132","28","26",0,14.4,-2.2,0.5,63.8,0,0,0,1,21,36,16,0,0
2022-11-24,33,"STREET","1133","24","27",0,11.6,0.9,2.1,70.1,0,0,0,1,17.9,79.3,15.6,0,0
2022-11-25,43,"STREET","1121","28","23",0,11.2,-2.2,-0.8,64.9,0,0,0,1,18,7.5,15.4,0,1
2022-11-26,40,"STREET","1134","28","27",0,12.9,-2,-3,52.3,0,0,0,1,28.5,36.2,16,0,1
2022-11-27,44,"STREET","1133","27","23",0,6.7,0.5,2.2,77.1,4.426,0,0,1,34.2,94.8,14.9,0,1
2022-11-28,33,"STREET","1135","28","27",0,4.4,-2,-0.5,74.3,0,0,0,1,20.9,72.4,16,0,0
2022-11-29,35,"STREET","1132","28","26",0,14.7,-1.8,5.6,77.4,3.935,0,0,1,39.4,90.5,14.9,0,0
2022-11-30,42,"STREET","1112","28","26",0,-4.8,-13,-9.7,60.9,0,0,0,1,41.7,60.1,16,0,0
2022-12-01,40,"APARTMENT","1112","27","23",0,-2.4,-13.8,-10.3,57.2,0,0,0,1,25.9,52.1,16,0,0
2022-12-02,39,"STREET","1135","28","26",0,11.3,-3.1,-1.9,53.5,0,0,0,1,34,96.6,16,0,1
2022-12-03,31,"APARTMENT","1121","28","23",0,10.7,-12.4,-8.9,56,0,0,0,1,39.8,32,15.9,0,1
2022-12-04,30,"STREET","1112","28","27",0,0.2,-12.5,-10.8,50.7,0,0,0,1,26.3,13.1,16,0,1
2022-12-05,25,"STREET","1122","28","26",0,3.8,-6.3,-3.8,63.7,0,0,0,1,17.1,83.6,15.4,0,0
2022-12-06,53,"STREET","1135","28","23",0,4.7,0.6,1.9,80.6,0,0,0,1,14,92.8,12.5,0,0
2022-12-07,44,"STREET","1112","28","27",0,5.2,-0.8,1.7,82.4,0,0,0,1,17.1,97.2,8.3,1,0
2022-12-08,46,"STREET","1112","28","23",0,1.6,-2.7,-1.7,70.9,0,0,0,1,21.7,84.2,15.3,1,0
2022-12-09,26,"STREET","1135","28","27",0,-0.3,-3,0.8,87.3,10.496,4.4,0.1,1,25.4,93.6,9.1,0,1
2022-12-10,39,"STREET","1135","28","23",0,3.4,-0.5,1.5,87.2,0.061,0,0.3,1,14.3,100,9.1,0,1
2022-12-11,50,"STREET","1124","28","27",0,3.7,-0.5,0,78.1,0,0,0.2,1,14.3,100,15.1,0,1
2022-12-12,47,"STREET","1112","28","26",0,3.3,-1.5,-0.7,73.3,0.072,0,0.1,1,20.7,99.9,15.8,0,0
2022-12-13,42,"STREET","1112","27","23",0,-1.2,-3.4,-2.2,71,0.431,0,0,1,31,99.3,16,0,0
2022-12-14,45,"STREET","1113","28","26",0,3.5,-2.1,2.6,87.5,21.067,0.5,0,1,31.1,100,7.4,0,0
2022-12-15,33,"STREET","1133","28","23",0,1,-6.4,-1,83.2,10.809,0.6,0.3,1,28.7,99.2,12.4,0,0
2022-12-16,35,"STREET","1134","28","26",0,-5.3,-9.7,-5.4,74.4,0.333,2,0.1,1,28,99.9,11.3,0,1
2022-12-17,37,"STREET","1112","28","26",0,-9.8,-13.1,-8.3,73.6,0,1.5,0.1,1,29.8,100,15,0,1
2022-12-18,33,"STREET","1135","28","26",0,-13.4,-17.4,-12.2,70.6,0,0.5,0.1,1,26.2,50.5,15.9,0,1
2022-12-19,44,"STREET","1121","28","26",0,-3.2,-17.4,-13,64.1,0,0,0,1,15.1,60.6,16,0,0
2022-12-20,40,"STREET","1121","28","26",0,-2.5,-10.2,-6.6,72.8,0,0,0,1,15.3,88.7,15.6,0,0
2022-12-21,42,"STREET","1121","28","27",0,-2.6,-14.5,-9,71.3,0,0,0,1,15.7,89.6,14.5,0,0
2022-12-22,34,"APARTMENT","1122","28","23",0,0,-33.5,-9.9,75,0.543,0.2,0.1,1,36.6,100,7.3,0,0
2022-12-23,18,"APARTMENT","1133","28","27",0,-30.6,-37.1,-25.1,64.7,0,0.3,0.3,1,46,99.1,5.5,0,1
2022-12-24,8,"APARTMENT","1133","28","27",0,-20.8,-31,-20.2,61.6,0,1,0.4,1,40.4,48.4,13.9,0,1
2022-12-25,19,"APARTMENT","1122","28","27",1,-17.3,-26.4,-18.7,62,0,0,0.3,1,26.8,41,16,0,1
2022-12-26,26,"STREET","1124","28","27",0,-5.9,-17.7,-13,66.6,0.068,1.4,0.3,1,19.9,87.5,14.7,0,0
2022-12-27,36,"STREET","1111","28","23",0,-11.4,-19.4,-12.2,73.7,0,0,0.3,1,32.4,60.2,16,0,0
2022-12-28,25,"APARTMENT","1113","28","26",0,2.8,-10.8,-3.1,67,0,0,0.2,1,35.8,78.9,16,0,0
2022-12-29,23,"STREET","1121","27","23",0,14.2,2.5,7.6,80.5,0,0,1.3,1,34.2,82.4,15.8,0,0
2022-12-30,36,"STREET","1121","28","27",0,13.9,-2.9,2.6,78.3,0,0,1.2,1,28.1,90.5,14.2,0,1
2022-12-31,50,"APARTMENT","1131","28","26",0,3.1,-5.3,-3,78,0,0,1.2,1,13.4,85.9,15.3,0,1
2023-01-01,49,"APARTMENT","1112","28","27",1,5.1,0,3.4,89.1,2.938,0,0,1,14,93.7,8,0,1
2023-01-02,37,"STREET","1132","28","26",0,4.2,-0.3,1.8,90,0,0,0,1,19.3,86,7.4,0,0
2023-01-03,41,"STREET","1121","28","23",0,7.3,0.3,5.4,95.4,24.194,0,0,1,21.7,99.6,3.1,0,0
2023-01-04,40,"STREET","1113","28","26",0,5.2,-3.7,0.2,82.7,0.208,0,0,1,20.3,89.6,13.7,0,0
2023-01-05,37,"STREET","1113","28","26",0,-2,-5.2,-2.2,81.5,0.1,2.7,0.2,1,20,99.7,11.2,1,0
2023-01-06,39,"STREET","1133","28","27",0,-2.5,-8.2,-4.7,78.9,0.036,0.3,2.2,1,21,99.6,14.7,1,1
2023-01-07,47,"STREET","1111","28","26",0,-0.8,-6.5,-5,74.3,0,0,2.7,1,15.1,98.8,15.4,1,1
2023-01-08,30,"STREET","1112","28","23",0,0.8,-8.5,-4.9,74.7,0,0,0.1,1,16.9,96.5,15.4,0,1
2023-01-09,26,"STREET","1122","28","26",0,3.5,-8.3,-2.7,75.9,0,0,0,1,21.8,60.3,13.2,0,0
2023-01-10,35,"STREET","1112","28","26",0,8,0,0.6,73,0,0,0,1,17.3,59.2,15.1,0,0
2023-01-11,56,"STREET","1131","24","27",0,11.7,1,3.2,76.9,0,0,0,1,12.7,93.5,14,0,0
2023-01-12,44,"STREET","1121","28","27",0,5.4,-3.1,-0.1,78.1,0,0,0,1,34.6,99,12.2,0,0
2023-01-13,43,"STREET","1135","28","23",0,-3.2,-8.2,-5.2,71.3,0.213,1.1,0.4,1,34,100,15.2,0,1
2023-01-14,39,"STREET","1112","28","23",0,-3.8,-7.9,-7.5,69.9,0,0,2.8,1,15.6,89.1,16,0,1
2023-01-15,38,"STREET","1132","28","27",0,1.9,-8.4,-5.2,63.3,0,0,0,1,27.9,79.9,16,0,1
2023-01-16,39,"STREET","1122","28","26",0,11,-0.1,1.2,70.2,4.178,0,0,1,27.7,98.4,13.2,0,0
2023-01-17,59,"APARTMENT","1131","28","23",0,10.1,-1.6,1.5,78.8,0,0,0,1,34.7,97.7,15.2,0,0
2023-01-18,30,"STREET","1113","28","26",0,3.5,-3,-0.7,75.9,5.639,0.5,0,1,37,99.9,15.2,0,0
2023-01-19,33,"STREET","1121","28","26",0,3.9,-3.5,2.2,90.7,3.469,0,0.1,1,29.4,100,9.2,0,0
2023-01-20,33,"STREET","1122","28","27",0,-3.2,-5.9,-3.7,73.5,0,0,0,1,25.5,100,15.7,0,1
2023-01-21,35,"STREET","1132","28","26",0,-3.3,-7,-4.8,76,0,0,0,1,18.3,100,16,0,1
2023-01-22,29,"STREET","1112","28","26",0,0.1,-6.4,-2.5,84.7,1.111,3.7,0.1,1,16.5,99.9,8.5,0,1
2023-01-23,35,"STREET","1111","28","23",0,-6.5,-11.9,-5.8,79.8,0,0,2,1,27.4,90,14.1,0,0
2023-01-24,41,"APARTMENT","1132","28","26",0,-0.5,-7.6,-3.7,76.1,0,0,2.5,1,21.3,94.9,15.3,0,0
2023-01-25,30,"STREET","1122","28","26",0,-0.1,-4.1,-1.1,88.5,6.145,15.1,1.2,1,18.9,99.9,4.3,0,0
2023-01-26,40,"STREET","1122","28","26",0,-4,-15.2,-6.5,81.6,0.505,6.3,1.2,1,28,99.7,8.3,0,0
2023-01-27,45,"STREET","1121","28","23",0,-3.5,-17.3,-8.1,74.1,0.554,2.4,0.2,1,36.8,59.4,13.6,0,1
2023-01-28,36,"STREET","1131","28","23",0,-4.7,-11.8,-7.7,75.3,1.456,0.2,0.3,1,21.8,93.8,12.1,0,1
2023-01-29,35,"STREET","1111","28","23",0,-5.1,-12.9,-7.3,77.6,0.583,0.5,0.5,1,25.8,99.9,12.8,0,1
2023-01-30,35,"APARTMENT","1112","28","26",0,-13.1,-21,-18,56.5,0.064,3.5,0.5,1,22.4,68.3,14.7,0,0
2023-01-31,27,"APARTMENT","1112","28","27",0,-15.8,-22.5,-21.4,53.3,0,0,0.5,1,17.5,24.5,16,0,0
2023-02-01,38,"APARTMENT","1133","28","23",0,-7.4,-21.2,-15.7,55,0,0,0.5,1,25.7,17.5,16,0,0
2023-02-02,27,"APARTMENT","1133","28","23",0,-4,-19.8,-11.9,54.8,0,0,0.4,1,33.2,6.8,16,0,0
2023-02-03,28,"STREET","1134","28","23",0,-11.4,-26.6,-23.2,44.1,0,0,0.4,1,30.6,44.3,16,0,1
2023-02-04,39,"APARTMENT","1135","28","26",0,1.9,-17.8,-9.9,55.2,0,0,0.3,1,28.9,70.7,16,1,1
2023-02-05,34,"STREET","1123","28","26",0,2,-3.6,-3.2,64.3,0,0,0.2,1,25.8,41.3,16,1,1
2023-02-06,47,"APARTMENT","1133","28","27",0,3.1,-5.1,-4.3,65.9,0,0,0.1,1,35.6,50.9,14.9,1,0
2023-02-07,40,"STREET","1114","28","26",0,6.4,-3.5,-0.1,72.4,0,0,1.6,1,32.4,70.3,16,0,0
2023-02-08,46,"STREET","1131","28","26",0,6.1,-3.7,-3.4,70.2,0,0,3.6,1,14.4,67.5,15.9,0,0
2023-02-09,32,"APARTMENT","1132","28","23",0,3.6,-3,2.4,90,23.584,0.4,1.6,1,29.7,100,8.5,0,0
2023-02-10,41,"STREET","1112","24","23",0,-1,-6,-5.9,60.7,0,0,3.1,1,24.7,33.2,15.5,0,1
2023-02-11,31,"STREET","1123","28","27",0,5.3,-8.6,-7.6,54.7,0,0,1.2,1,21.1,2.3,16,0,1
2023-02-12,32,"STREET","1121","28","23",0,11.3,-4.7,-5.4,49.7,0,0,0.2,1,19.5,29.7,16,0,1
2023-02-13,47,"APARTMENT","1112","28","27",0,11.2,-2.6,-4.6,48.4,0,0,0,1,24.9,22.8,16,0,0
2023-02-14,34,"STREET","1134","28","26",0,12.1,-1.3,0.1,58.6,1.161,0,0,1,40.3,80.7,16,0,0
2023-02-15,32,"STREET","1132","24","26",0,11,-1.3,1.9,73.7,6.113,0,0,1,46.6,99.4,15.7,0,0
2023-02-16,34,"APARTMENT","1113","28","26",0,-1.9,-11.5,-2,83.5,7.527,5.3,0.5,1,36.4,98.1,8.7,0,0
2023-02-17,52,"STREET","1133","28","26",0,-7.7,-14.7,-10.2,66.8,0,4.8,0.2,1,30.9,46,15.9,0,1
2023-02-18,34,"APARTMENT","1133","28","27",0,4.9,-10.5,-5.1,59.1,0,0.1,0.1,1,24.5,59.8,16,0,1
2023-02-19,45,"STREET","1135","28","26",0,11,-0.5,-1.2,57.5,0,0,0.1,1,33.8,58.4,16,0,1
2023-02-20,41,"STREET","1122","28","27",0,5.6,-3.6,-2.2,66.4,0,0,0,1,17.7,51.6,16,0,0
2023-02-21,32,"APARTMENT","1112","28","23",0,2.1,-11.7,-8,52.7,0,0,0,1,37.3,73.4,16,0,0
2023-02-22,20,"STREET","1134","28","23",0,-1.5,-5.1,-1.8,80,22.377,6.3,0.6,1,33.1,100,11.2,0,0
2023-02-23,37,"STREET","1112","28","23",0,2.3,-11.1,-2.4,78.1,0.515,0,4.7,1,37.5,95.5,12,0,0
2023-02-24,24,"STREET","1124","28","27",0,-5.6,-12.6,-10,65,0.584,0.3,0,1,19.6,67.4,14.5,0,1
2023-02-25,30,"STREET","1112","28","27",0,-0.8,-7.2,-4.5,72.4,0.196,1.5,0.4,1,22.3,63.1,15.9,0,1
2023-02-26,36,"STREET","1132","28","26",0,9.4,-5.2,-3.5,64.5,0,0,0.5,1,18.7,27.2,15.5,0,1
2023-02-27,23,"SIDEWALK","1133","28","26",0,13.9,-1.4,3.9,76.2,22.284,0,0.5,1,36,98.4,13.1,0,0
2023-02-28,33,"STREET","1133","28","26",0,10.2,-0.8,-0.9,63.5,0,0,0,1,22.9,81.8,16,0,0
2023-03-01,49,"STREET","1133","28","23",0,13.7,-0.1,2.3,68.8,2.96,0,0,1,22.4,53.5,15.1,0,0
2023-03-02,34,"STREET","1134","28","27",0,0.6,-3.5,-2.3,71,0,0,0,1,21.5,84.1,16,0,0
2023-03-03,29,"APARTMENT","1124","28","27",0,-1.1,-4.1,-1.2,77.9,0,1.6,0.1,1,40.1,90.9,14.8,0,1
2023-03-04,24,"STREET","1121","27","23",0,7.2,-4.7,-0.3,77,0.669,0,0.2,1,21.9,46.5,13.3,0,1
2023-03-05,39,"APARTMENT","1132","28","26",0,8.3,-1.7,-0.2,72.5,0.531,0,0,1,24.5,58.6,13.9,0,1
2023-03-06,52,"STREET","1123","28","27",0,12.2,0,3.1,76.2,2.883,0,0,1,24.3,91.6,15.8,1,0
2023-03-07,36,"STREET","1133","28","27",0,3,-2.8,-3.2,61.2,0,0,0,1,28.5,69.6,15.9,1,0
2023-03-08,32,"STREET","1123","28","27",0,3.9,-1.7,-7.1,42.8,0,0,0,1,26.4,85.5,16,1,0
2023-03-09,33,"APARTMENT","1133","28","27",0,1,-3.5,-3.7,61.5,4.214,1.5,0.2,1,27.5,99.6,14,0,0
2023-03-10,35,"APARTMENT","1134","28","26",0,-1.6,-4,-0.7,86.2,3.33,7.5,0.6,1,23.1,99.9,9.2,0,1
2023-03-11,23,"STREET","1132","28","26",0,0,-3.8,-1.9,75,3.312,0.4,1.5,1,20.9,99.1,14.2,0,1
2023-03-12,35,"STREET","1132","28","26",0,0,-5.9,-1.4,82.9,1.993,2.7,0.8,1,25.1,99.5,10.9,0,1
2023-03-13,39,"STREET","1122","28","26",0,-5.3,-8.4,-6,69.6,0.018,2.1,0.2,1,31.6,95.8,14.3,0,0
2023-03-14,38,"APARTMENT","1115","28","26",0,0.4,-12,-9.4,57.6,0,0,0.1,1,18.7,18.3,16,0,0
2023-03-15,40,"APARTMENT","1133","28","27",0,10.1,-7.9,-5,56.2,0,0,0.1,1,27.9,45,16,0,0
2023-03-16,36,"STREET","1122","28","27",0,6.4,1.7,0.4,63.7,2.208,0,0,1,28.1,95.8,14.1,0,0
2023-03-17,31,"STREET","1113","28","26",0,10.2,-11.3,-3.3,70.4,3.87,0,0,1,40.8,80.1,14.3,0,1
2023-03-18,35,"STREET","1123","28","26",0,-11.1,-19.7,-13.7,56,0,0.8,0.1,1,36,69.2,15.4,0,1
2023-03-19,36,"STREET","1132","28","26",0,-0.4,-13.3,-11.1,50.5,0,0,0,1,29.8,6.1,16,0,1
2023-03-20,35,"STREET","1132","28","26",0,10.8,-7.4,-8.5,39.2,0,0,0,1,38.5,59.9,16,0,0
2023-03-21,45,"STREET","1121","28","23",0,12.1,-0.7,-2.5,52.8,0,0,0,1,27.8,80.9,16,0,0
2023-03-22,41,"STREET","1111","28","23",0,10.9,0.7,4.4,81.4,1.674,0,0,1,25.6,99.9,9.2,0,0
2023-03-23,30,"STREET","1121","28","23",0,9.2,-1.1,2.7,82.8,5.861,0,0.1,1,27.1,95.1,12.3,0,0
2023-03-24,37,"SIDEWALK","1122","28","27",0,3.5,-0.9,-1,67.4,0.196,0,0,1,26.7,90.4,16,0,1
2023-03-25,29,"STREET","1135","28","23",0,3,-3.9,-0.6,76,13.063,4.1,0.5,1,33.6,78.2,10.9,0,1
2023-03-26,38,"STREET","1113","28","27",0,5.4,-1.6,-0.3,72.3,3.304,0,0.7,1,25,75.4,15.7,0,1
2023-03-27,45,"STREET","1113","28","26",0,4.4,-4.1,-2.7,63.4,0,0,0.2,1,27.2,36.5,15.9,0,0
2023-03-28,31,"STREET","1133","28","26",0,11,-1.8,-4.3,53.8,0,0,0.3,1,25.2,53.3,16,0,0
2023-03-29,40,"APARTMENT","1135","28","27",0,2.9,-4.1,-6.8,49.9,0,0.2,0.4,1,31.6,56.7,15.7,0,0
2023-03-30,37,"STREET","1133","28","27",0,13,-7.2,-5.8,47.6,0,0,0,1,22.3,68.6,16,0,0
2023-03-31,36,"STREET","1132","28","26",0,20.6,11.5,9.6,69.8,14.359,0,0,1,47.9,94.6,15.6,0,1
2023-04-01,51,"STREET","1134","28","26",0,12.1,-2.2,-0.3,69.7,1.263,0,0,1,37.7,74.8,15.7,0,1
2023-04-02,40,"STREET","1132","28","26",0,13.2,-3.6,-0.2,64.2,0,0,0,1,33.8,38.5,16,0,1
2023-04-03,31,"APARTMENT","1122","28","26",0,16.4,4.4,1.7,55.8,1.981,0,0,1,29.2,73.3,15.8,0,0
2023-04-04,42,"STREET","1115","28","26",0,20.7,3.3,8.8,85.8,12.907,0,0,1,26.6,98.7,14.1,0,0
2023-04-05,32,"STREET","1122","28","23",0,22.6,0.9,9.5,66.9,5.164,0,0,1,42.8,76.4,15.9,1,0
2023-04-06,41,"STREET","1111","27","23",0,11.5,-3.4,-4.9,47.2,0,0,0,1,26.6,48,16,1,0
2023-04-07,38,"STREET","1134","28","23",0,6.3,-0.2,-4.3,49.3,0,0,0,1,19.6,20.1,16,0,1
2023-04-08,41,"STREET","1133","28","26",0,17.3,0.8,-1.7,48.3,0,0,0,1,18.6,30.2,16,0,1
2023-04-09,28,"STREET","1135","28","26",0,20.1,4.3,-2.4,37.1,0,0,0,1,24,48.8,16,0,1
2023-04-10,51,"STREET","1131","28","26",0,21.8,7.4,-1.5,31.8,0,0,0,1,20,49.8,16,0,0
2023-04-11,42,"STREET","1122","28","26",0,26.2,12,4,36.5,0,0,0,1,28.5,46.8,16,0,0
2023-04-12,28,"STREET","1122","28","23",0,27,15.1,5.8,36.3,0,0,0,1,37.4,14.3,16,0,0
2023-04-13,36,"STREET","1133","28","23",0,27.1,13.8,4.1,33,0,0,0,1,23.6,37.4,16,0,0
2023-04-14,36,"STREET","1123","28","27",0,26.9,13.7,3.8,32.5,0,0,0,1,18.1,48.4,16,0,1
2023-04-15,42,"STREET","1133","28","27",0,27,19.2,11,48.3,1.588,0,0,1,41.2,82.7,15.9,0,1
2023-04-16,42,"STREET","1113","28","26",0,20.4,-4.3,5.9,79.8,3.462,0.1,0,1,36.6,98.7,14.2,0,1
2023-04-17,45,"STREET","1133","28","26",0,-0.6,-5.7,-2.9,68,0.557,1.5,0.2,1,35.6,97.2,14,0,0
